NUMERO_PEDIDO;DATA_DIVULGACAO;DATA_CANCELAMENTO;FILIAL;MOTIVO;SUBMOTIVO;COD_PDV;PRODUTO;CANAL;CPF;NOME_CLIENTE;LOGIN_VENDEDOR;DESC_CAMPANHA;DESC_OFERTA;GRUPO_UNIDADE;CANAL_REGIONAL;DESC_CANAL_BOV_GRUPO;NOME_PONTO_VENDA;RESULTADO_FINAL;MUNICIPIO_INSTALACAO;DDD_FIXO;DETALHE_MOTIVO;FLG_VL_VL_MESMO_END_CLIE_DIF;FLG_VL_VL_CLIE_END_IGUAL;FLG_VL_PLT_CLIE_END_IGUAL;FLG_VL_PLT_MESMO_END_CLIE_DIF
"4-173216602875";20240422;20240419;MG;VENDA INDEVIDA;Pedido Duplicado;1062748;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR648115;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;RECORD PAP EIRELI;;BELO HORIZONTE;31;;;;;
"4-171515630175";20240402;20240328;MG;VENDA INDEVIDA;Pedido Duplicado;1064042;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR773313;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;LENNARD SILVA COM PROD TELECOM LTDA;;BELO HORIZONTE;31;;;;;
"4-173231084244";20240418;20240416;PE;VENDA INDEVIDA;Pedido Duplicado;1055288;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC787882;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;CARUARU;81;;;;;
"4-171599942355";20240402;20240329;PR;VENDA INDEVIDA;Pedido Duplicado;1063216;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793764;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;MARCELO A STEFANOSKI EIRELI;;CIANORTE;44;;;;;
"4-172401896688";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1055814;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC298839;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP S A;;PETROPOLIS;24;;;;;
"4-172526245326";20240415;20240411;RS;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;PORTO ALEGRE;51;;;;;
"4-172290068926";20240418;20240415;RS;VENDA ERRADA;Divergencia De Endereco;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR727973;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;MARAU;54;Divergencia De Endereco;;;;
"4-171246588015";20240403;20240402;RS;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1051013;FIBRA;S2S;DADOS SENSIVEIS;DADOS SENSIVEIS;BC780285;;BD_OITOTAL_VOIP+BL;VAREJO;S2S;S2S;BRASIL TELECOM CALL CENTER SA;;PORTO ALEGRE;51;;;;;
"4-172981332169";20240415;20240411;RJ;VENDA INDEVIDA;Pedido Duplicado;1065701;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR728149;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;VOA FIBRA LTDA;;VALENCA;24;;;;;
"4-172289605718";20240405;20240404;RJ;VENDA INDEVIDA;Pedido Duplicado;1065701;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR718662;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;VOA FIBRA LTDA;;DUQUE DE CAXIAS;21;;;;;
"4-172557901444";20240409;20240408;MG;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065750;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800223;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;MAXIMA TELECOM LTDA;;GOVERNADOR VALADARES;33;;;;;
"4-171747992843";20240402;20240330;MG;VENDA INDEVIDA;Pedido Duplicado;1065750;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801796;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;MAXIMA TELECOM LTDA;;BELO HORIZONTE;31;;;S;;
"4-173679421992";20240422;20240419;GO;VENDA ERRADA;Divergencia De Endereco;1065269;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797889;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;FOCO TELECOMUNICACOES LTDA;;AGUAS LINDAS DE GOIAS;61;Divergencia De Endereco;;;;
"4-171969605258";20240415;20240412;RR;VENDA ERRADA;Divergencia De Endereco;1066157;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798527;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;PAP;ONTIME FIBRA T S T TELECOM LTDA;;BOA VISTA;95;Divergencia De Endereco;;;;
"4-171533855541";20240403;20240402;BA;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1034718;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792363;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;TEIXEIRA DE FREITAS;73;;;;;
"4-173196980160";20240422;20240419;MT;VENDA INDEVIDA;Pedido Duplicado;1050416;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR647891;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;SINOP;66;;;;;
"4-171599824086";20240411;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1056322;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763799;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;TELEAGENTES;TLAG VAREJO;;CANOAS;51;;;;;
"4-169349063069";20240418;20240416;GO;VENDA INDEVIDA;Pedido Duplicado;1051976;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR709013;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;RIO VERDE;64;;;;;
"4-173013342109";20240418;20240415;RR;VENDA ERRADA;Divergencia De Endereco;1055006;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796359;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;BOA VISTA;95;Divergencia De Endereco;;;;
"4-173224328384";20240418;20240415;MG;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1039475;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797254;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;LOCAL;OUTROS;INOVE SE;;BELO HORIZONTE;31;;;;;
"4-173383299918";20240418;20240416;RS;VENDA INDEVIDA;Pedido Duplicado;1051127;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR722472;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;CAXIAS DO SUL;54;;;;;
"4-171602452779";20240402;20240401;RS;VENDA INDEVIDA;Pedido Duplicado;1044473;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR716592;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;BENTO GONCALVES;54;;;;;
"4-173342415390";20240418;20240415;AM;VENDA ERRADA;Divergencia De Endereco;1044630;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797710;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;MANAUS;92;Divergencia De Endereco;;;;
"4-173246681017";20240415;20240413;RJ;VENDA INDEVIDA;Pedido Duplicado;1047835;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801650;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;VOLTA REDONDA;24;;;;;S
"4-172770637675";20240410;20240409;RJ;VENDA INDEVIDA;Pedido Duplicado;1055658;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR727175;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;BELFORD ROXO;21;;;;;
"4-171097766056";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1056052;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR703379;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;SAO JOAO DE MERITI;21;;;;;
"4-171050935039";20240402;20240328;AC;VENDA INDEVIDA;Pedido Duplicado;1014318;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791063;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;RIO BRANCO;68;;;;;
"4-170400464352";20240402;20240328;AC;VENDA INDEVIDA;Pedido Duplicado;1014318;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR744129;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;RIO BRANCO;68;;;;;
"4-171735866802";20240403;20240402;SC;VENDA INDEVIDA;Pedido Duplicado;1043618;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794283;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;ITAJAI;47;;;;;
"4-171183409061";20240402;20240328;TO;VENDA ERRADA;Divergencia De Endereco;1054903;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR788125;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;PORTO NACIONAL;63;Divergencia De Endereco;;;;
"4-173688727349";20240419;20240418;GO;VENDA INDEVIDA;Pedido Duplicado;1050695;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798966;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;APARECIDA DE GOIANIA;62;;;;;
"4-172431908871";20240411;20240410;AM;VENDA INDEVIDA;Pedido Duplicado;1048903;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795471;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;MANAUS;92;;;;;
"4-173687736186";20240419;20240418;AM;VENDA ERRADA;Divergencia De Endereco;1048903;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR787720;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;MANAUS;92;Divergencia De Endereco;;;;
"4-173764370695";20240422;20240419;PR;VENDA INDEVIDA;Pedido Duplicado;1043524;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR786415;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;SAO JOSE DOS PINHAIS;41;;;;;
"4-172068801996";20240404;20240403;PR;VENDA INDEVIDA;Pedido Duplicado;1043524;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR430443;;BD_OITOTAL_VOIP+BL;VAREJO;LOCAL;PAP;PAP VAREJO;;PARANAGUA;41;;;;;
"4-170328730912";20240402;20240330;RO;VENDA INDEVIDA;Pedido Duplicado;1063928;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR779670;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;JV TELECOM E SERVICOS LTDA;;PORTO VELHO;69;;;;;
"4-172244245979";20240418;20240404;RJ;VENDA INDEVIDA;Pedido Duplicado;1066485;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797263;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;TOGETHER SALES LTDA;;RIO DE JANEIRO;21;;;;;
"4-171611736068";20240418;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1066485;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797257;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;TOGETHER SALES LTDA;;RIO DE JANEIRO;21;;;;;
"4-171579711824";20240404;20240403;PR;VENDA INDEVIDA;Pedido Duplicado;1050371;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC665485;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;PAICANDU;44;;;;;
"4-171611346485";20240402;20240330;DF;VENDA ERRADA;Divergencia De Endereco;1058203;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR787016;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;PROATIVA TELECOMUNICACAO EIRELI;;TAGUATINGA;61;Divergencia De Endereco;;;;
"4-171663578545";20240403;20240402;RS;VENDA ERRADA;Divergencia De Endereco;1062988;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR754729;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;A SAMUEL E CIA LTDA ME;;CARAZINHO;54;Divergencia De Endereco;;;;
"4-172224334733";20240405;20240404;AM;VENDA INDEVIDA;Pedido Duplicado;1064184;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;MANAUS;92;;;;;
"4-172951487399";20240415;20240413;BA;VENDA INDEVIDA;Pedido Duplicado;1066219;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;BC791196;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;OUTROS;BRASIL TELECOM CALL CENTER S A;;SALVADOR;71;;;;;
"4-172912100567";20240419;20240418;RS;VENDA INDEVIDA;Pedido Duplicado;1048711;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC258208;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;CANOAS;51;;;;;
"4-171539681539";20240408;20240406;RS;VENDA INDEVIDA;Pedido Duplicado;1048711;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC305059;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;PORTO ALEGRE;51;;;;;
"4-171591821591";20240411;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1048711;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC290439;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;PORTO ALEGRE;51;;;;;
"4-171569998217";20240402;20240401;MS;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1055500;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC780037;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;CAMPO GRANDE;67;;;;;
"4-172257690805";20240405;20240404;RS;VENDA INDEVIDA;Pedido Duplicado;1063137;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR717541;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;PAP;FUSEL COMPANY LTDA;;GRAVATAI;51;;;;;S
"4-171040878708";20240408;20240406;RJ;VENDA INDEVIDA;Pedido Duplicado;1054244;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC777725;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;RIO DE JANEIRO;21;;;;;
"4-173604320648";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1054244;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC788127;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;ANGRA DOS REIS;24;;;;;
"4-172403230580";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1054244;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC779918;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;SAO GONCALO;21;;;;;
"4-173083660909";20240415;20240412;CE;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1062899;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR771863;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;TELEAGENTES;MAXIMUS SOL SRV TELEFONIA LTDA;;FORTALEZA;85;;;;;
"4-173343839933";20240419;20240417;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061586;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR786507;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSE;OUTROS;LAND TELECOM LTDA;;RIO DE JANEIRO;21;;;;;
"4-173225192371";20240418;20240415;DF;VENDA ERRADA;Divergencia De Endereco;1056294;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC300155;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP S A;;SOBRADINHO;61;Divergencia De Endereco;;;;
"4-171584100437";20240402;20240328;PR;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR655823;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSUL;OUTROS;RM TELECOM LTDA;;CURITIBA;41;;;;;
"4-169592927307";20240417;20240305;MG;VENDA INDEVIDA;Pedido Duplicado;1065924;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796594;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;CONNECT MASTER BRASIL LTDA;;SETE LAGOAS;31;;;;;
"4-173593693225";20240422;20240419;PR;VENDA ERRADA;Divergencia De Endereco;1054242;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC769730;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;ALMIRANTE TAMANDARE;41;Divergencia De Endereco;;;;
"4-167361455357";20240410;20240409;AC;VENDA INDEVIDA;Pedido Duplicado;1064355;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793906;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;SUPER FIT TELECOM LTDA;;RIO BRANCO;68;;;;;
"4-172533219494";20240410;20240409;MG;VENDA INDEVIDA;Pedido Duplicado;1063696;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795162;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;DNC CONECTA TELECOMUNICACOES LTDA;;BELO HORIZONTE;31;;;;;
"4-171480561458";20240408;20240405;AM;VENDA ERRADA;Divergencia De Endereco;1065905;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797156;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;OUTROS;CLI K AGENCIAMENTO S N GERAL LTDA;;MANAUS;92;Divergencia De Endereco;;;;
"4-173744892126";20240422;20240419;MT;VENDA INDEVIDA;Pedido Duplicado;1048701;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC286276;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;RONDONOPOLIS;66;;;;;
"4-170439573678";20240418;20240416;DF;VENDA INDEVIDA;Pedido Duplicado;1060996;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801457;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;CONEXAO NORTE SERVICOS TEL EIRELI;;CEILANDIA;61;;;;;
"4-171603591464";20240402;20240401;AM;VENDA ERRADA;Divergencia De Endereco;1054845;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797994;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;ESCALE SEO MARKETING DIGITAL LTDA;;MANAUS;92;Divergencia De Endereco;;;;
"4-173313347158";20240415;20240413;AM;VENDA INDEVIDA;Pedido Duplicado;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR753820;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;;;;;
"4-172001802248";20240415;20240412;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791469;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172269755908";20240415;20240412;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR771531;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;S
"4-172773365702";20240410;20240409;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795680;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172455370987";20240415;20240412;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR753820;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172796886550";20240418;20240416;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798314;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172800326064";20240418;20240416;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793512;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172530460619";20240409;20240408;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR755671;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-172600857555";20240415;20240412;AM;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795170;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;;;;;
"4-170993811909";20240402;20240328;AM;VENDA ERRADA;Divergencia De Endereco;1060334;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR756062;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA TEL S TEL TELE EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-173313429573";20240418;20240415;PR;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR519373;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;CURITIBA;41;;;;;
"4-171969883481";20240410;20240409;PR;VENDA INDEVIDA;Pedido Duplicado;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;MARINGA;44;;;;;
"4-172927663078";20240415;20240411;PR;VENDA ERRADA;Divergencia De Endereco;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;MARINGA;44;Divergencia De Endereco;;;;
"4-171604348134";20240402;20240328;PR;VENDA INDEVIDA;Pedido Duplicado;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792340;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;CURITIBA;41;;;;;S
"4-171584906777";20240402;20240328;PR;VENDA INDEVIDA;Pedido Duplicado;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;CASCAVEL;45;;;;;S
"4-171566727684";20240402;20240328;PR;VENDA INDEVIDA;Pedido Duplicado;1061159;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798014;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;CURITIBA;41;;;;;
"4-173108514035";20240415;20240412;MG;VENDA INDEVIDA;Pedido Duplicado;1064192;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;BELO HORIZONTE;31;;;;;
"4-171609260246";20240402;20240328;MG;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1063795;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800351;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;INTERATIVA INTER NEGOCIOS LTDA;;BELO HORIZONTE;31;;;;;
"4-173207303677";20240418;20240416;PR;VENDA INDEVIDA;Pedido Duplicado;1066386;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799774;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;CONTATO SERV COM PROD TELECOM LTDA;;CURITIBA;41;;;;;
"4-171728193608";20240403;20240402;PR;VENDA INDEVIDA;Pedido Duplicado;1065839;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796479;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;FERNANDES E MARTINS TELECOM LTDA;;CURITIBA;41;;;;;
"4-172396905115";20240408;20240406;PA;VENDA INDEVIDA;Pedido Duplicado;1063392;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796522;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;CALLTECH COM SERV TELECOM LTDA;;BELEM;91;;;;;S
"4-173137142508";20240415;20240413;ES;VENDA INDEVIDA;Pedido Duplicado;1062560;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR645926;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;E F S L  MEN TELECOM EIRELI;;SERRA;27;;;;;
